time_s,ia_A,ib_A,ic_A,theta_e_rad
0.027700000000000002,2.745782228256135,3.7837150561486905,-6.529497284404826,1.1721944695278217
0.027800000000000002,-2.201167753808115,10.306468534987578,-8.105300781179464,1.17705843907713
0.0279,4.783919766799673,0.5989232129557447,-5.382842979755417,1.1799980104207446
0.028,-0.5360001099458125,8.209295764889783,-7.673295654943971,1.1852306686147491
0.0281,6.247686203790606,-0.8567187102207128,-5.390967493569892,1.18751968195767
0.028200000000000003,0.5406502834242786,7.5149398023074045,-8.055590085731684,1.1914307745293673
0.028300000000000002,7.1260988061551735,-1.171024530806359,-5.955074275348815,1.1919280080320493
0.0284,1.095857417740207,7.686862026776434,-8.78271944451664,1.1938338668591535
0.0285,7.404016005106976,-0.9417860798865152,-6.462229925220461,1.1922597335644223
0.0286,1.173388911970771,7.941087631406832,-9.114476543377604,1.192125973985675
0.0287,7.434412256435298,-0.5267669682252794,-6.907645288210018,1.1886125232651563
0.028800000000000003,1.0702233105940717,8.434253068674131,-9.504476379268201,1.1867323316496072
0.028900000000000002,7.201890188243139,-0.08900590893458826,-7.112884279308551,1.1817051641739684
0.029,0.7943414509312872,8.89081281519654,-9.685154266127828,1.178588892041035
0.0291,-3.9838527290100307,13.980962618615758,-9.997109889605726,1.1807387182798037
0.0292,3.0347034856702635,3.351504375057119,-6.3862078607273824,1.182409746242437
0.029300000000000003,-1.9544646909722916,9.925170913714078,-7.9707062227417875,1.18740677146888
0.029400000000000003,4.960704712151671,0.28050560239263467,-5.241210314544306,1.1902916691560828
0.029500000000000002,-0.40382336118478745,7.944511996463443,-7.540688635278655,1.195295098744562
0.0296,6.312538593696729,-1.066205973639076,-5.246332620057653,1.1972460913607876
0.0297,0.5686705209532477,7.3485282623648915,-7.917198783318139,1.2007162111923577
0.0298,7.0963167366905715,-1.294830926154248,-5.801485810536324,1.2007263246911535
0.029900000000000003,1.0414059788607606,7.5436128838868095,-8.585018862747571,1.2020849280172037
0.030000000000000002,7.304978908669524,-1.041435979831626,-6.263542928837898,1.1999542876494564
0.030100000000000002,1.0611048901812161,7.863658823161996,-8.924763713343213,1.199249648924501
0.0302,7.154713391816669,-0.7100217061190963,-6.444691685697572,1.1952142997931985
0.0303,0.8220946423253537,8.138481834934575,-8.960576477259929,1.1928049045014906
0.0304,6.955537443437109,-0.30758024601591005,-6.647957197421199,1.1872753658729451
0.030500000000000003,0.5730630853310954,8.717362587031515,-9.29042567236261,1.1836723659681712
0.030600000000000002,6.766712184943364,0.28366548387743595,-7.0503776688208,1.1772159910272875
0.0307,0.3692280046876735,9.320110369424262,-9.689338374111935,1.172990070086381
0.0308,6.524978542168776,0.7363529399852133,-7.261331482153989,1.1661737481440326
0.0309,0.1624746585826995,9.599756078839324,-9.762230737422023,1.1618164895291028
0.031,-4.547957780421149,14.53616027170664,-9.98820249128549,1.1632210919291466
0.031100000000000003,2.539639748860581,3.803339897648095,-6.342979646508676,1.1645401755131053
0.031200000000000002,-2.3564890059980486,10.224649406933372,-7.868160400935323,1.169525493931338
0.0313,4.6405427506042205,0.4968083275614661,-5.137351078165686,1.1726407872142404
0.031400000000000004,-0.63494590252711,8.035231474141975,-7.400285571614864,1.1780798883879318
0.0315,6.157082193034596,-1.0299471336083652,-5.127135059426231,1.1805878857971968
0.0316,0.4850067986096347,7.291542803940192,-7.776549602549828,1.1847178931757398
0.0317,7.072779397782751,-1.3792922326068546,-5.693487165175897,1.1854232960041797
0.0318,1.068479817673878,7.449660106405778,-8.518139924079655,1.1875231408381555
0.031900000000000005,7.505346360724108,-1.0245749098666597,-6.480771450857448,1.1861000401448771
0.032,1.2609220767475744,7.9572819590475445,-9.218204035795118,1.186119445421949
0.032100000000000004,7.482359518917854,-0.5521182943059317,-6.9302412246119225,1.182754323436327
0.0322,1.117052024886584,8.457560291694504,-9.574612316581087,1.1810435375730046
0.0323,7.214306993896316,-0.1151609590188114,-7.099146034877505,1.1761954834474198
0.0324,0.8162167320732747,8.767724417156016,-9.583941149229291,1.1732499957471636
0.0325,6.984968642026676,0.27466969273521347,-7.259638334761889,1.1673976691400139
